Student_ID,Major_Category,Pre_GPA,Weekly_GenAI_Hours,Traditional_Study_Hours,Post_GPA,Skill_Retention_Score,Anxiety_Level_During_Exams,Burnout_Risk_Level,GPA_Improvement,Study_AI_Ratio
138539,STEM,1.98,9,18.23,2.61,55.55,2.0,High,0.63,2.03
139596,Business,3.26,11,21.26,3.89,83.6,4.0,Low,0.63,1.93
140230,STEM,3.18,40,12.46,3.81,84.36,4.0,High,0.63,0.31
141400,STEM,3.37,6,6.2,4.00,88.42,6.0,Medium,0.63,1.03
142862,Humanities,3.37,8,13.16,4.00,69.34,6.0,Medium,0.63,1.65
142916,Business,2.71,23,6.11,3.34,72.82,4.0,Medium,0.63,0.27
144609,Arts,3.05,17,10.42,3.68,77.33,7.0,High,0.63,0.61
144806,Medical,2.92,9,21.73,3.55,61.44,1.0,Medium,0.63,2.41
145286,STEM,2.92,21,18.59,3.55,96.4,7.0,High,0.63,0.89
148541,STEM,3.35,27,10.2,3.98,86.53,5.0,High,0.63,0.38
148670,Business,3.17,13,17.56,3.80,76.25,3.0,Medium,0.63,1.35
101560,Medical,3.38,11,12.43,4.00,100.0,6.0,Medium,0.62,1.13
101658,Humanities,2.79,7,17.7,3.41,83.31,2.0,High,0.62,2.53
101754,STEM,2.63,28,11.45,3.25,100.0,4.0,Medium,0.62,0.41
101843,Humanities,3.38,8,13.7,4.00,95.46,3.0,Medium,0.62,1.71
103975,STEM,1.97,11,17.61,2.59,87.42,2.0,Medium,0.62,1.6
105300,STEM,2.29,20,21.1,2.91,100.0,4.0,Low,0.62,1.06
107231,STEM,3.24,10,19.06,3.86,76.25,3.0,High,0.62,1.91
107284,Business,3.15,8,7.86,3.77,52.78,5.0,Low,0.62,0.98
107727,STEM,3.38,8,12.46,4.00,100.0,4.0,Low,0.62,1.56
109571,Humanities,2.70,7,16.99,3.32,70.55,6.0,High,0.62,2.43
109580,STEM,3.10,12,17.58,3.72,77.78,5.0,Medium,0.62,1.46
109603,STEM,3.38,35,20.73,4.00,89.22,8.0,Medium,0.62,0.59
110090,STEM,3.27,6,16.94,3.89,92.82,6.0,Medium,0.62,2.82
110127,Humanities,3.33,25,19.72,3.95,40.79,7.0,High,0.62,0.79
112260,Arts,3.38,11,15.93,4.00,100.0,2.0,Medium,0.62,1.45
113777,Humanities,3.24,10,19.26,3.86,91.49,3.0,Medium,0.62,1.93
113925,Business,3.05,12,14.5,3.67,100.0,8.0,High,0.62,1.21
114115,STEM,2.63,11,12.2,3.25,100.0,8.0,Medium,0.62,1.11
115899,STEM,3.38,30,9.48,4.00,82.06,8.0,High,0.62,0.32
119985,Humanities,2.96,6,15.65,3.58,69.89,1.0,Medium,0.62,2.61
120151,STEM,3.23,16,10.55,3.85,88.25,2.0,Medium,0.62,0.66
121086,STEM,2.77,17,1.0,3.39,85.92,6.0,High,0.62,0.06
121490,STEM,3.10,27,7.72,3.72,83.01,2.0,Medium,0.62,0.29
122242,STEM,3.09,40,12.48,3.71,73.82,6.0,High,0.62,0.31
122346,STEM,3.38,21,8.33,4.00,72.23,6.0,High,0.62,0.4
125007,STEM,3.33,11,20.63,3.95,56.2,3.0,Medium,0.62,1.88
125024,Humanities,2.94,6,10.0,3.56,86.66,2.0,Low,0.62,1.67
126721,Medical,2.88,6,9.65,3.50,74.81,6.0,Medium,0.62,1.61
127123,Humanities,3.37,6,24.42,3.99,81.44,6.0,Low,0.62,4.07
127168,Business,2.96,13,10.26,3.58,100.0,3.0,High,0.62,0.79
127226,STEM,2.07,8,13.75,2.69,76.24,4.0,Low,0.62,1.72
127788,Business,3.38,15,15.28,4.00,98.86,9.0,Medium,0.62,1.02
128123,Business,3.19,12,24.01,3.81,81.6,5.0,Medium,0.62,2.0
130739,STEM,3.14,19,20.77,3.76,96.85,6.0,High,0.62,1.09
130895,Business,2.33,9,8.38,2.95,64.37,7.0,High,0.62,0.93
131584,Arts,2.44,8,8.25,3.06,54.25,2.0,High,0.62,1.03
133101,STEM,3.30,26,12.92,3.92,100.0,3.0,High,0.62,0.5
133267,Humanities,2.90,12,14.35,3.52,79.08,1.0,Medium,0.62,1.2
134589,STEM,3.19,6,12.02,3.81,59.62,4.0,High,0.62,2.0
135131,Arts,2.88,6,15.02,3.50,100.0,3.0,High,0.62,2.5
135801,Business,3.10,8,6.8,3.72,86.78,1.0,High,0.62,0.85
135970,Medical,3.38,14,8.91,4.00,100.0,5.0,High,0.62,0.64
138781,STEM,3.19,8,12.76,3.81,66.98,7.0,High,0.62,1.6
139111,Business,3.04,8,21.56,3.66,72.01,6.0,Medium,0.62,2.7
140065,Arts,3.35,6,15.91,3.97,87.65,3.0,Low,0.62,2.65
141217,STEM,3.37,8,20.87,3.99,84.4,7.0,Medium,0.62,2.61
143653,STEM,3.34,9,10.56,3.96,84.69,4.0,Medium,0.62,1.17
143858,Humanities,2.79,6,22.36,3.41,100.0,4.0,Medium,0.62,3.73
145894,STEM,3.34,22,16.38,3.96,69.02,2.0,High,0.62,0.74
145962,STEM,3.23,14,11.05,3.85,90.76,3.0,Medium,0.62,0.79
146282,STEM,2.76,15,17.16,3.38,79.19,4.0,High,0.62,1.14
147129,STEM,3.12,12,17.63,3.74,95.5,4.0,Medium,0.62,1.47
148779,STEM,3.04,14,22.12,3.66,95.49,8.0,High,0.62,1.58
149156,Medical,3.38,8,19.85,4.00,91.28,4.0,Medium,0.62,2.48
149486,STEM,3.38,10,1.56,4.00,93.41,5.0,Low,0.62,0.16
101073,STEM,3.24,14,6.68,3.85,71.92,8.0,Low,0.61,0.48
103109,Business,2.95,14,12.69,3.56,67.55,1.0,High,0.61,0.91
104561,Business,3.08,6,19.79,3.69,75.66,3.0,Low,0.61,3.3
105197,Business,2.90,19,16.51,3.51,100.0,1.0,Medium,0.61,0.87
105991,STEM,3.39,24,11.85,4.00,88.65,5.0,High,0.61,0.49
106664,Business,2.62,12,4.9,3.23,92.6,4.0,High,0.61,0.41
107743,Business,2.94,10,15.22,3.55,79.9,8.0,Medium,0.61,1.52
108477,STEM,3.14,31,6.45,3.75,61.44,10.0,High,0.61,0.21
108623,Business,3.33,6,13.39,3.94,86.48,9.0,Medium,0.61,2.23
108955,Humanities,3.10,7,10.72,3.71,78.17,2.0,Medium,0.61,1.53
109262,Business,2.80,12,8.21,3.41,70.87,8.0,High,0.61,0.68
110026,STEM,2.53,12,13.11,3.14,77.07,2.0,Medium,0.61,1.09
110537,Humanities,3.39,7,4.56,4.00,63.82,1.0,Medium,0.61,0.65
110757,STEM,3.39,13,11.97,4.00,87.32,6.0,Medium,0.61,0.92
111551,STEM,2.91,7,7.49,3.52,100.0,2.0,Medium,0.61,1.07
112226,Humanities,2.87,9,2.91,3.48,81.65,1.0,Medium,0.61,0.32
112306,STEM,3.13,10,15.85,3.74,95.52,1.0,Medium,0.61,1.59
113780,Business,3.29,8,17.42,3.90,99.36,3.0,Medium,0.61,2.18
114665,STEM,3.35,7,7.31,3.96,69.75,4.0,Medium,0.61,1.04
115166,STEM,3.39,18,11.49,4.00,92.96,4.0,Medium,0.61,0.64
116126,Business,3.28,9,20.13,3.89,64.44,4.0,High,0.61,2.24
116363,Arts,3.11,7,14.16,3.72,77.57,6.0,High,0.61,2.02
118391,STEM,3.31,8,12.01,3.92,63.51,2.0,High,0.61,1.5
118445,Business,2.91,32,12.08,3.52,80.45,2.0,High,0.61,0.38
118646,Humanities,3.27,12,16.45,3.88,96.3,5.0,High,0.61,1.37
118785,Medical,2.84,6,18.38,3.45,76.37,1.0,Medium,0.61,3.06
119278,Business,2.49,9,13.4,3.10,56.84,2.0,Medium,0.61,1.49
120557,Humanities,2.99,15,14.35,3.60,70.22,1.0,Medium,0.61,0.96
123068,STEM,3.08,8,14.51,3.69,73.99,1.0,Medium,0.61,1.81
125016,Business,3.39,10,15.4,4.00,84.48,2.0,Medium,0.61,1.54
125101,STEM,2.53,10,11.34,3.14,98.03,6.0,Medium,0.61,1.13
127370,Business,3.33,13,15.52,3.94,79.06,4.0,Low,0.61,1.19
127554,STEM,3.08,8,19.15,3.69,100.0,5.0,Low,0.61,2.39
128092,STEM,3.39,25,13.69,4.00,44.97,6.0,High,0.61,0.55
129744,Business,3.35,8,16.59,3.96,90.22,4.0,Medium,0.61,2.07
130154,STEM,2.14,11,22.65,2.75,75.26,3.0,High,0.61,2.06
132350,Humanities,3.06,10,16.29,3.67,98.89,1.0,Low,0.61,1.63
132456,STEM,2.48,8,14.4,3.09,98.51,3.0,Medium,0.61,1.8
132872,Medical,3.08,17,8.44,3.69,76.47,2.0,High,0.61,0.5
134385,Humanities,2.85,12,12.56,3.46,87.38,2.0,Medium,0.61,1.05
135736,Humanities,3.30,9,16.89,3.91,100.0,1.0,Medium,0.61,1.88
136083,STEM,2.74,7,10.43,3.35,100.0,1.0,Medium,0.61,1.49
138742,STEM,3.22,20,15.99,3.83,86.82,8.0,High,0.61,0.8
141494,Business,2.50,40,4.99,3.11,72.85,9.0,High,0.61,0.12
142445,STEM,2.82,7,7.04,3.43,100.0,3.0,High,0.61,1.01
143998,STEM,3.17,22,2.28,3.78,82.73,7.0,High,0.61,0.1
145553,STEM,3.39,10,18.7,4.00,86.07,5.0,High,0.61,1.87
146483,STEM,3.29,24,6.32,3.90,100.0,4.0,Medium,0.61,0.26
149020,Medical,2.98,7,12.31,3.59,92.89,5.0,High,0.61,1.76
100315,Arts,3.07,8,17.36,3.67,100.0,5.0,Low,0.60,2.17
100336,STEM,3.00,13,18.37,3.60,80.65,2.0,Medium,0.60,1.41
100553,Business,3.39,7,19.15,3.99,97.7,5.0,Low,0.60,2.74
101491,STEM,3.31,12,11.96,3.91,81.39,3.0,Low,0.60,1.0
102727,STEM,2.96,13,1.86,3.56,86.18,2.0,Medium,0.60,0.14
104033,STEM,3.15,9,16.38,3.75,98.23,6.0,High,0.60,1.82
104726,STEM,2.30,18,18.14,2.90,68.88,3.0,High,0.60,1.01
105566,STEM,2.99,6,24.84,3.59,83.62,4.0,Medium,0.60,4.14
105601,STEM,2.49,13,11.2,3.09,62.16,3.0,Low,0.60,0.86
106295,Arts,3.32,8,23.39,3.92,93.54,4.0,Low,0.60,2.92
109221,STEM,2.98,13,15.79,3.58,93.51,9.0,High,0.60,1.21
109823,Business,3.40,10,15.38,4.00,76.76,7.0,Low,0.60,1.54
110797,Humanities,3.37,6,16.25,3.97,95.37,2.0,Medium,0.60,2.71
111132,STEM,3.21,9,5.73,3.81,76.4,5.0,Medium,0.60,0.64
111915,Medical,2.82,23,21.84,3.42,86.01,3.0,High,0.60,0.95
116097,Humanities,2.29,8,12.81,2.89,87.46,2.0,Low,0.60,1.6
116609,STEM,3.35,20,11.03,3.95,92.38,4.0,High,0.60,0.55
120940,Business,3.23,6,7.86,3.83,91.56,3.0,Medium,0.60,1.31
121238,STEM,2.87,15,13.24,3.47,78.2,1.0,Low,0.60,0.88
122738,STEM,3.40,7,4.33,4.00,93.65,4.0,Medium,0.60,0.62
125354,Arts,2.36,13,16.82,2.96,70.25,2.0,Medium,0.60,1.29
126330,STEM,3.34,7,8.92,3.94,98.26,3.0,Low,0.60,1.27
126472,Business,2.60,7,14.28,3.20,87.33,5.0,High,0.60,2.04
127493,STEM,2.91,10,17.18,3.51,95.54,4.0,Medium,0.60,1.72
127898,STEM,3.17,24,20.79,3.77,87.84,1.0,High,0.60,0.87
128654,Business,2.80,15,14.01,3.40,100.0,10.0,High,0.60,0.93
129016,STEM,3.27,10,18.27,3.87,88.63,9.0,Medium,0.60,1.83
129518,STEM,2.00,14,10.69,2.60,100.0,3.0,Medium,0.60,0.76
129915,Business,2.77,21,13.41,3.37,83.2,4.0,High,0.60,0.64
130509,Business,2.46,9,7.13,3.06,58.08,9.0,Medium,0.60,0.79
132501,STEM,3.25,26,14.57,3.85,80.66,1.0,High,0.60,0.56
134093,Medical,2.49,11,24.08,3.09,59.42,2.0,Medium,0.60,2.19
135029,Medical,2.78,9,17.59,3.38,67.53,7.0,Low,0.60,1.95
135057,STEM,2.79,35,11.86,3.39,85.46,3.0,High,0.60,0.34
135658,Business,3.09,6,15.59,3.69,53.95,4.0,Low,0.60,2.6
135745,STEM,2.99,19,19.84,3.59,100.0,3.0,High,0.60,1.04
135975,STEM,2.89,27,14.5,3.49,59.14,2.0,High,0.60,0.54
136144,STEM,2.95,7,18.52,3.55,91.59,3.0,Low,0.60,2.65
136548,Arts,3.03,6,17.58,3.63,80.86,3.0,Low,0.60,2.93
138356,STEM,3.05,18,17.53,3.65,82.32,5.0,Low,0.60,0.97
139042,Medical,3.40,9,20.09,4.00,81.43,2.0,Low,0.60,2.23
139940,Medical,2.52,15,20.09,3.12,98.81,5.0,High,0.60,1.34
140431,STEM,2.98,20,17.02,3.58,85.56,3.0,Medium,0.60,0.85
140538,STEM,3.07,8,3.53,3.67,68.99,6.0,High,0.60,0.44
141912,STEM,3.38,33,10.81,3.98,81.79,10.0,High,0.60,0.33
142472,STEM,3.25,8,8.72,3.85,84.96,6.0,Medium,0.60,1.09
143569,Medical,3.08,15,10.55,3.68,100.0,3.0,High,0.60,0.7
145043,STEM,3.40,40,10.04,4.00,78.1,6.0,High,0.60,0.25
145564,STEM,2.35,9,11.04,2.95,100.0,5.0,High,0.60,1.23
147672,STEM,3.07,12,17.0,3.67,100.0,9.0,High,0.60,1.42
148645,STEM,3.10,8,11.01,3.70,100.0,4.0,Medium,0.60,1.38
149131,STEM,3.35,12,12.4,3.95,75.41,5.0,Medium,0.60,1.03
149269,Business,2.42,10,23.42,3.02,55.31,4.0,Low,0.60,2.34
149615,Medical,3.25,10,13.03,3.85,95.92,4.0,High,0.60,1.3
100519,Medical,2.46,26,12.26,3.05,88.93,3.0,Medium,0.59,0.47
101460,Business,2.96,17,22.44,3.55,81.72,8.0,Medium,0.59,1.32
103328,Business,3.32,17,11.62,3.91,78.18,4.0,Low,0.59,0.68
103860,Arts,3.17,19,10.88,3.76,69.41,5.0,Medium,0.59,0.57
104401,STEM,3.03,12,9.72,3.62,74.77,7.0,High,0.59,0.81
104925,STEM,3.32,7,14.99,3.91,71.71,2.0,Medium,0.59,2.14
105326,Business,3.26,8,14.3,3.85,91.18,2.0,Medium,0.59,1.79
105885,Humanities,1.73,10,14.03,2.32,79.84,1.0,Medium,0.59,1.4
106494,STEM,2.74,6,20.9,3.33,81.67,1.0,Medium,0.59,3.48
106880,STEM,3.30,35,11.42,3.89,69.11,2.0,Medium,0.59,0.33
107832,Humanities,3.17,13,7.9,3.76,88.5,5.0,Medium,0.59,0.61
108190,Humanities,2.65,9,16.2,3.24,75.65,3.0,Medium,0.59,1.8
109122,Humanities,3.13,16,13.86,3.72,89.96,2.0,High,0.59,0.87
110277,Business,3.08,13,17.35,3.67,81.99,3.0,Low,0.59,1.33
110824,STEM,2.91,12,5.79,3.50,98.83,2.0,Medium,0.59,0.48
111840,STEM,3.41,17,13.36,4.00,69.82,4.0,High,0.59,0.79
111916,Medical,3.02,15,22.45,3.61,64.12,2.0,Medium,0.59,1.5
112324,Business,2.85,9,18.48,3.44,100.0,5.0,Medium,0.59,2.05
112429,STEM,3.39,23,20.18,3.98,79.43,3.0,Medium,0.59,0.88
113813,Humanities,3.41,19,17.27,4.00,47.65,9.0,Medium,0.59,0.91
114904,STEM,3.38,19,13.01,3.97,99.85,7.0,High,0.59,0.68
115533,Medical,3.24,14,17.81,3.83,73.45,4.0,High,0.59,1.27
115812,STEM,2.33,14,17.36,2.92,69.59,8.0,High,0.59,1.24
115924,Humanities,2.94,16,14.79,3.53,82.93,6.0,High,0.59,0.92
118731,Arts,2.55,7,11.62,3.14,84.97,3.0,Low,0.59,1.66
119726,Business,2.22,11,14.42,2.81,89.37,1.0,High,0.59,1.31
121721,Business,3.21,7,10.9,3.80,93.58,5.0,High,0.59,1.56
121765,Business,2.04,13,9.86,2.63,100.0,6.0,High,0.59,0.76
123700,STEM,2.71,7,14.25,3.30,88.83,2.0,Medium,0.59,2.04
124349,Business,2.29,6,18.12,2.88,53.75,2.0,Medium,0.59,3.02
125046,STEM,2.73,23,7.87,3.32,72.21,5.0,Medium,0.59,0.34
126113,Humanities,3.41,9,20.95,4.00,100.0,2.0,Low,0.59,2.33
126948,STEM,2.89,40,10.79,3.48,83.63,10.0,High,0.59,0.27
127386,STEM,3.23,14,23.56,3.82,77.73,4.0,Low,0.59,1.68
128829,STEM,2.28,18,11.51,2.87,77.18,7.0,High,0.59,0.64
128858,Humanities,3.05,33,15.47,3.64,67.01,9.0,High,0.59,0.47
129498,Humanities,2.23,11,13.74,2.82,87.1,5.0,High,0.59,1.25
130792,Arts,2.66,8,9.78,3.25,85.07,1.0,High,0.59,1.22
131338,Humanities,2.86,13,20.66,3.45,98.18,3.0,High,0.59,1.59
131626,Humanities,2.69,13,15.02,3.28,87.9,3.0,Low,0.59,1.16
131800,Medical,2.57,16,14.12,3.16,84.01,7.0,High,0.59,0.88
133316,Humanities,3.41,18,27.18,4.00,100.0,8.0,Medium,0.59,1.51
133638,Medical,3.41,8,8.79,4.00,100.0,3.0,Medium,0.59,1.1
133721,STEM,3.29,9,11.35,3.88,81.81,6.0,Medium,0.59,1.26
133986,Business,3.41,12,10.54,4.00,100.0,3.0,Medium,0.59,0.88
134217,STEM,3.02,40,18.37,3.61,85.65,7.0,High,0.59,0.46
135896,STEM,3.39,13,4.57,3.98,100.0,3.0,Medium,0.59,0.35
138074,STEM,2.81,15,14.75,3.40,79.94,5.0,High,0.59,0.98
138602,STEM,2.69,12,15.44,3.28,73.92,4.0,High,0.59,1.29
140010,Humanities,3.11,7,23.86,3.70,85.74,2.0,Medium,0.59,3.41
141816,Arts,2.61,8,11.25,3.20,62.81,3.0,Medium,0.59,1.41
143092,Humanities,2.60,11,9.63,3.19,95.95,8.0,Low,0.59,0.88
143331,Medical,3.13,7,14.18,3.72,73.68,2.0,Medium,0.59,2.03
144003,Arts,2.78,13,21.55,3.37,84.61,3.0,Medium,0.59,1.66
144030,Medical,2.95,27,12.33,3.54,82.06,4.0,High,0.59,0.46
144790,STEM,3.32,10,12.87,3.91,89.29,5.0,Medium,0.59,1.29
145032,Medical,3.15,14,17.1,3.74,86.17,6.0,Low,0.59,1.22
145416,STEM,3.39,12,12.45,3.98,92.43,8.0,Medium,0.59,1.04
145505,STEM,3.01,22,9.04,3.60,89.95,6.0,Medium,0.59,0.41
145927,STEM,3.41,6,5.9,4.00,85.64,5.0,Low,0.59,0.98
148273,Arts,3.23,13,7.52,3.82,100.0,5.0,High,0.59,0.58
148979,STEM,2.21,12,12.41,2.80,74.2,9.0,High,0.59,1.03
149864,Arts,2.75,8,17.64,3.34,69.37,6.0,Low,0.59,2.21
100564,STEM,2.76,9,10.82,3.34,78.94,3.0,High,0.58,1.2
102061,STEM,2.82,7,16.36,3.40,93.49,4.0,Low,0.58,2.34
102276,Business,2.60,8,13.76,3.18,68.71,8.0,Medium,0.58,1.72
102742,STEM,3.32,8,13.21,3.90,99.54,4.0,High,0.58,1.65
104102,Humanities,3.03,28,18.44,3.61,45.95,9.0,High,0.58,0.66
104389,STEM,3.42,13,20.67,4.00,79.92,8.0,High,0.58,1.59
105071,Business,3.14,7,21.57,3.72,100.0,5.0,Medium,0.58,3.08
106285,STEM,2.93,9,19.29,3.51,75.96,7.0,Medium,0.58,2.14
107057,Arts,2.98,17,17.36,3.56,81.46,4.0,Medium,0.58,1.02
107812,STEM,3.13,14,18.94,3.71,93.15,4.0,High,0.58,1.35
108352,STEM,2.90,7,10.95,3.48,95.54,6.0,High,0.58,1.56
108456,STEM,2.69,30,13.06,3.27,89.89,5.0,High,0.58,0.44
109951,Business,3.25,7,9.53,3.83,58.89,3.0,High,0.58,1.36
110003,STEM,3.14,17,10.54,3.72,83.82,1.0,Low,0.58,0.62
110892,STEM,2.54,28,3.77,3.12,55.85,5.0,High,0.58,0.13
111046,Business,3.42,18,10.47,4.00,54.76,6.0,Medium,0.58,0.58
111429,STEM,3.06,13,13.81,3.64,100.0,9.0,Medium,0.58,1.06
111694,Medical,2.48,24,11.61,3.06,68.45,5.0,High,0.58,0.48
111907,Arts,3.42,15,14.53,4.00,57.04,9.0,High,0.58,0.97
112253,Arts,3.03,14,23.1,3.61,83.35,3.0,Medium,0.58,1.65
113410,Arts,2.49,6,18.38,3.07,60.78,3.0,High,0.58,3.06
113816,STEM,2.31,23,20.46,2.89,59.92,8.0,High,0.58,0.89
114055,STEM,3.34,7,17.78,3.92,76.64,5.0,Medium,0.58,2.54
114120,STEM,3.33,6,13.77,3.91,74.67,1.0,Medium,0.58,2.3
114565,Humanities,3.03,21,14.85,3.61,82.27,2.0,Medium,0.58,0.71
114651,STEM,2.05,7,19.01,2.63,86.29,5.0,Medium,0.58,2.72
116823,STEM,3.39,15,14.19,3.97,61.09,4.0,High,0.58,0.95
116867,Arts,2.77,18,16.65,3.35,60.81,5.0,Low,0.58,0.92
117472,Humanities,3.24,19,9.99,3.82,76.04,9.0,Medium,0.58,0.53
119683,Business,2.75,6,22.27,3.33,65.06,4.0,High,0.58,3.71
120294,Medical,3.33,15,10.78,3.91,98.54,4.0,Low,0.58,0.72
121151,Business,3.23,28,13.29,3.81,86.26,7.0,High,0.58,0.47
123370,Business,3.39,7,14.43,3.97,80.32,4.0,Low,0.58,2.06
123982,Humanities,2.88,15,17.19,3.46,54.39,3.0,High,0.58,1.15
124375,Medical,3.41,8,20.53,3.99,72.46,5.0,Medium,0.58,2.57
124656,STEM,2.55,28,12.45,3.13,75.44,5.0,High,0.58,0.44
124866,STEM,2.35,8,16.05,2.93,74.21,9.0,High,0.58,2.01
125602,Business,3.17,11,12.53,3.75,71.3,3.0,High,0.58,1.14
125670,Humanities,2.59,17,10.51,3.17,76.99,5.0,Medium,0.58,0.62
126128,STEM,2.89,33,18.37,3.47,77.27,5.0,High,0.58,0.56
127771,Business,3.23,6,10.82,3.81,81.12,6.0,High,0.58,1.8
129576,Business,3.13,10,18.02,3.71,74.76,4.0,Low,0.58,1.8
130323,Business,2.91,27,1.32,3.49,76.76,4.0,High,0.58,0.05
130389,STEM,3.16,12,17.38,3.74,88.38,3.0,Medium,0.58,1.45
130911,STEM,2.91,12,22.52,3.49,70.02,6.0,High,0.58,1.88
131478,STEM,2.93,18,28.0,3.51,67.98,4.0,High,0.58,1.56
131502,Medical,3.19,7,17.5,3.77,89.09,3.0,Medium,0.58,2.5
131568,Business,3.42,20,18.23,4.00,77.92,6.0,High,0.58,0.91
131943,STEM,2.97,7,9.07,3.55,85.58,3.0,Medium,0.58,1.3
132465,Humanities,2.92,13,13.22,3.50,66.23,5.0,Low,0.58,1.02
133146,STEM,3.42,7,16.44,4.00,90.71,1.0,Low,0.58,2.35
133214,Business,2.39,11,13.53,2.97,46.5,2.0,High,0.58,1.23
133430,Business,2.54,6,14.69,3.12,89.79,4.0,Low,0.58,2.45
133573,Arts,3.03,17,1.62,3.61,73.36,4.0,High,0.58,0.1
136109,STEM,3.24,8,19.83,3.82,96.14,1.0,Low,0.58,2.48
136513,Humanities,3.42,28,7.48,4.00,77.96,4.0,High,0.58,0.27
138334,Arts,2.32,6,18.65,2.90,98.07,1.0,Medium,0.58,3.11
140913,Humanities,3.09,10,15.75,3.67,92.43,5.0,Low,0.58,1.58
142597,Medical,3.37,10,15.1,3.95,96.08,5.0,Medium,0.58,1.51
143521,STEM,2.54,6,24.04,3.12,66.53,6.0,Medium,0.58,4.01
143928,Business,2.85,9,21.15,3.43,71.42,4.0,Low,0.58,2.35
144133,STEM,3.01,9,19.57,3.59,83.77,7.0,Medium,0.58,2.17
144291,STEM,3.37,15,8.66,3.95,65.03,7.0,High,0.58,0.58
147415,Humanities,2.63,16,18.43,3.21,78.2,2.0,Low,0.58,1.15
147806,STEM,3.12,9,20.39,3.70,78.55,4.0,Medium,0.58,2.27
148096,Medical,2.46,14,12.77,3.04,65.96,1.0,Medium,0.58,0.91
148405,Business,2.46,12,15.66,3.04,78.54,5.0,Medium,0.58,1.31
100500,Medical,2.63,11,8.45,3.20,79.44,4.0,Medium,0.57,0.77
100685,Medical,2.66,8,19.4,3.23,70.36,4.0,Medium,0.57,2.43
101498,Humanities,2.99,14,10.45,3.56,52.15,3.0,High,0.57,0.75
101748,STEM,2.22,11,10.19,2.79,100.0,6.0,High,0.57,0.93
102511,STEM,2.87,10,14.2,3.44,62.06,5.0,Medium,0.57,1.42
103223,STEM,2.96,16,10.98,3.53,100.0,3.0,High,0.57,0.69
103638,STEM,3.21,8,14.85,3.78,97.24,3.0,Medium,0.57,1.86
104384,Business,3.41,6,13.24,3.98,87.71,6.0,Medium,0.57,2.21
104745,STEM,3.14,11,3.39,3.71,66.38,1.0,Medium,0.57,0.31
105233,Business,3.35,7,17.27,3.92,77.67,2.0,High,0.57,2.47
105259,Humanities,2.41,7,14.7,2.98,77.06,3.0,Medium,0.57,2.1
105578,Medical,1.97,10,10.56,2.54,100.0,7.0,High,0.57,1.06
105586,STEM,3.12,8,7.94,3.69,80.64,1.0,High,0.57,0.99
106212,STEM,2.59,8,9.48,3.16,100.0,1.0,High,0.57,1.19
106615,STEM,2.59,29,7.36,3.16,67.07,10.0,High,0.57,0.25
106698,Humanities,3.14,8,18.26,3.71,100.0,4.0,Medium,0.57,2.28
107492,Humanities,2.79,13,12.6,3.36,85.43,9.0,High,0.57,0.97
108288,STEM,2.65,8,21.34,3.22,90.77,1.0,Low,0.57,2.67
108472,STEM,3.43,10,16.69,4.00,95.7,5.0,Low,0.57,1.67
109016,STEM,3.43,8,14.0,4.00,100.0,4.0,Medium,0.57,1.75
109803,STEM,3.30,27,13.74,3.87,98.97,5.0,High,0.57,0.51
110407,STEM,2.67,12,11.24,3.24,88.77,1.0,Medium,0.57,0.94
110700,Humanities,2.83,16,11.17,3.40,68.79,3.0,Medium,0.57,0.7
111102,Medical,3.43,8,19.7,4.00,69.14,6.0,Low,0.57,2.46
111410,Humanities,2.59,9,18.53,3.16,84.88,5.0,High,0.57,2.06
112231,Business,3.27,14,12.93,3.84,85.95,7.0,Low,0.57,0.92
112240,Medical,3.10,20,15.93,3.67,87.13,4.0,Medium,0.57,0.8
112927,Humanities,2.32,9,7.6,2.89,65.29,5.0,High,0.57,0.84
113383,Business,2.21,12,17.88,2.78,96.79,5.0,Medium,0.57,1.49
113862,STEM,3.15,40,17.89,3.72,46.48,6.0,High,0.57,0.45
114758,Business,2.44,6,17.13,3.01,76.19,4.0,Medium,0.57,2.86
115474,STEM,3.05,21,12.35,3.62,82.66,4.0,High,0.57,0.59
115772,STEM,2.35,40,11.18,2.92,71.88,4.0,High,0.57,0.28
116703,STEM,2.74,6,16.86,3.31,86.88,7.0,High,0.57,2.81
116882,Arts,3.28,9,20.02,3.85,77.17,6.0,Low,0.57,2.22
118147,Business,3.13,12,15.76,3.70,100.0,7.0,Medium,0.57,1.31
118413,Medical,3.22,15,18.49,3.79,89.7,5.0,Medium,0.57,1.23
118890,STEM,3.16,17,9.35,3.73,85.63,4.0,Medium,0.57,0.55
119160,STEM,3.43,6,11.03,4.00,100.0,5.0,Low,0.57,1.84
119406,STEM,2.93,6,24.16,3.50,92.83,2.0,Medium,0.57,4.03
121390,STEM,3.38,9,8.34,3.95,51.0,2.0,Low,0.57,0.93
121589,Business,2.17,29,20.52,2.74,69.51,4.0,High,0.57,0.71
121801,Business,3.19,8,13.0,3.76,85.27,3.0,Low,0.57,1.63
122088,Medical,2.73,8,18.24,3.30,86.82,2.0,Low,0.57,2.28
123241,Business,2.46,8,22.75,3.03,59.55,1.0,Medium,0.57,2.84
123467,Business,2.86,7,16.38,3.43,75.66,1.0,Medium,0.57,2.34
123930,Arts,3.18,8,14.59,3.75,75.54,5.0,Medium,0.57,1.82
126792,Business,2.40,12,21.28,2.97,89.38,3.0,Medium,0.57,1.77
